scenario,profit_EUR
1487,-17882.047935
1488,37359.198984999995
1489,40204.199465
1490,32637.092505000008
1491,36979.313265000004
1492,228397.53010000003
1493,249952.62845999998
1494,229926.22498
1495,234715.13001999998
1496,447208.478415
1497,478889.29761500005
1498,478953.6051350001
1499,460099.939015
1500,256352.85331499996
1501,291069.934395
1502,284187.061795
1503,267308.38555500004
1504,351889.63629500003
1505,391616.965015
1506,390102.9046950001
1507,369952.52221500006
1508,283899.26006999996
1509,311146.76479
1510,310839.16215
1511,293080.01826999994
1512,205100.258585
1513,230020.54762499998
1514,229608.76038499997
1515,212181.510265
1516,311338.026415
1517,342686.78545499995
1518,336636.410815
1519,308521.947455
1520,677694.2429600001
1521,744040.3556800002
1522,734142.35776
1523,691658.8160000001
1524,669562.9782349999
1525,736171.2962349999
1526,726112.027355
1527,683099.3106349999
1528,498222.75893
1529,537803.97257
1530,557864.23505
1531,516492.78153
1532,84908.04779499999
1533,95268.833395
1534,92516.72599499999
1535,87595.659955
1536,218148.61036000002
1537,241106.89436000003
1538,238276.54572000002
1539,227651.10344
1540,275253.15105
1541,304204.61504999996
1542,305197.22745
1543,289864.17905
1544,82493.64231
1545,93485.02019
1546,96581.71063
1547,90644.26750999999
1548,43102.18980000001
1549,47019.69416000001
1550,45043.8642
1551,43599.57748000001
1552,317600.94396500004
1553,365214.776325
1554,354814.280925
1555,339161.59336500004
1556,336346.80629000004
1557,361313.52757000003
1558,357423.81373000005
1559,346536.49853
1560,10532.322424999998
1561,11147.747985000002
1562,10945.189825000003
1563,10418.913425
1564,-16031.816025
1565,-16614.872425
1566,-16635.260665
1567,-14260.230264999998
1568,36527.838925000004
1569,39380.32968499999
1570,31908.66556499999
1571,36140.500365
1572,212555.91296
1573,233234.94615999993
1574,211699.18975999998
1575,215852.25288000004
1576,392538.52208500006
1577,426042.54824500007
1578,417423.82892500004
1579,402252.3558450001
1580,240841.184375
1581,277559.758215
1582,268917.21525500005
1583,250484.59261499997
1584,325278.7697700001
1585,367909.73977000004
1586,362779.32133
1587,341542.41145
1588,258534.559855
1589,288450.70289500005
1590,284683.58509500005
1591,266186.834975
1592,186181.73067999998
1593,212561.02135999998
1594,209529.50972
1595,192223.04999999993
1596,282485.646375
1597,316296.986935
1598,306024.826975
1599,278009.019495
